Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
GFSA.SLS02G093014,2019.06,16774,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Liabilities",Loans,,,,
GFSA.SLS02G093014,2020.06,19242,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Liabilities",Loans,,,,
GFSA.SLS02G093014,2021.06,19672,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Liabilities",Loans,,,,
GFSA.SLS02G099999,2009.06,7530,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Liabilities",Total,,,,
GFSA.SLS02G099999,2010.06,9620,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Liabilities",Total,,,,
GFSA.SLS02G099999,2011.06,10556,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Liabilities",Total,,,,
GFSA.SLS02G099999,2012.06,12069,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Liabilities",Total,,,,
GFSA.SLS02G099999,2013.06,12947,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Liabilities",Total,,,,
GFSA.SLS02G099999,2014.06,13689,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Liabilities",Total,,,,
GFSA.SLS02G099999,2015.06,15730,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Liabilities",Total,,,,
GFSA.SLS02G099999,2016.06,17534,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Liabilities",Total,,,,
GFSA.SLS02G099999,2017.06,18619,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Liabilities",Total,,,,
GFSA.SLS02G099999,2018.06,19896,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Liabilities",Total,,,,
GFSA.SLS02G099999,2019.06,22347,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Liabilities",Total,,,,
GFSA.SLS02G099999,2020.06,26134,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Liabilities",Total,,,,
GFSA.SLS02G099999,2021.06,25857,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Balance Sheet, Liabilities",Total,,,,
GFSA.SLS03G00Z00700,2009.06,8712,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Expenses by Function, Total Expenses",Total,Total,,,
GFSA.SLS03G00Z00700,2010.06,9045,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Expenses by Function, Total Expenses",Total,Total,,,
GFSA.SLS03G00Z00700,2011.06,9150,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Expenses by Function, Total Expenses",Total,Total,,,
GFSA.SLS03G00Z00700,2012.06,9370,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Expenses by Function, Total Expenses",Total,Total,,,
GFSA.SLS03G00Z00700,2013.06,10290,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Expenses by Function, Total Expenses",Total,Total,,,
GFSA.SLS03G00Z00700,2014.06,9870,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Expenses by Function, Total Expenses",Total,Total,,,
GFSA.SLS03G00Z00700,2015.06,10550,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Expenses by Function, Total Expenses",Total,Total,,,
GFSA.SLS03G00Z00700,2016.06,10712,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Expenses by Function, Total Expenses",Total,Total,,,
GFSA.SLS03G00Z00700,2017.06,11345,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Expenses by Function, Total Expenses",Total,Total,,,
GFSA.SLS03G00Z00700,2018.06,12012,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Expenses by Function, Total Expenses",Total,Total,,,
GFSA.SLS03G00Z00700,2019.06,13236,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Expenses by Function, Total Expenses",Total,Total,,,
GFSA.SLS03G00Z00700,2020.06,14341,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Expenses by Function, Total Expenses",Total,Total,,,
GFSA.SLS03G00Z00700,2021.06,13466,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Expenses by Function, Total Expenses",Total,Total,,,
GFSA.SLS03G03700,2009.06,6904,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Expenses by Function, Operating Expenses",Total,,,,
GFSA.SLS03G03700,2010.06,7215,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Expenses by Function, Operating Expenses",Total,,,,
GFSA.SLS03G03700,2011.06,7951,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Expenses by Function, Operating Expenses",Total,,,,
GFSA.SLS03G03700,2012.06,8314,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Expenses by Function, Operating Expenses",Total,,,,
GFSA.SLS03G03700,2013.06,8061,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Expenses by Function, Operating Expenses",Total,,,,
GFSA.SLS03G03700,2014.06,8213,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Expenses by Function, Operating Expenses",Total,,,,
GFSA.SLS03G03700,2015.06,8739,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Expenses by Function, Operating Expenses",Total,,,,
GFSA.SLS03G03700,2016.06,9156,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Expenses by Function, Operating Expenses",Total,,,,
GFSA.SLS03G03700,2017.06,9717,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Expenses by Function, Operating Expenses",Total,,,,
GFSA.SLS03G03700,2018.06,10129,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Expenses by Function, Operating Expenses",Total,,,,
GFSA.SLS03G03700,2019.06,10790,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Expenses by Function, Operating Expenses",Total,,,,
GFSA.SLS03G03700,2020.06,11611,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Expenses by Function, Operating Expenses",Total,,,,
GFSA.SLS03G03700,2021.06,12032,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Expenses by Function, Operating Expenses",Total,,,,
GFSA.SLS04G00Z11,2014.06,5107,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Taxation Revenue, Total",Taxation revenue,,,,
GFSA.SLS04G00Z11,2015.06,5389,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Taxation Revenue, Total",Taxation revenue,,,,
GFSA.SLS04G00Z11,2016.06,5749,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Taxation Revenue, Total",Taxation revenue,,,,
GFSA.SLS04G00Z11,2017.06,6051,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Taxation Revenue, Total",Taxation revenue,,,,
GFSA.SLS04G00Z11,2018.06,6360,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Taxation Revenue, Total",Taxation revenue,,,,
GFSA.SLS04G00Z11,2019.06,6895,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Taxation Revenue, Total",Taxation revenue,,,,
GFSA.SLS04G00Z11,2020.06,7167,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Taxation Revenue, Total",Taxation revenue,,,,
GFSA.SLS04G00Z11,2021.06,7448,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Taxation Revenue, Total",Taxation revenue,,,,
GFSA.SLS04G111130,2016.06,5284,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Taxation Revenue, Taxes on Property",Taxes on property,Total,,,
GFSA.SLS04G111130,2017.06,5558,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Taxation Revenue, Taxes on Property",Taxes on property,Total,,,
GFSA.SLS04G111130,2018.06,5839,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Taxation Revenue, Taxes on Property",Taxes on property,Total,,,
GFSA.SLS04G111130,2019.06,6172,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Taxation Revenue, Taxes on Property",Taxes on property,Total,,,
GFSA.SLS04G111130,2020.06,6466,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Taxation Revenue, Taxes on Property",Taxes on property,Total,,,
GFSA.SLS04G111130,2021.06,6749,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Taxation Revenue, Taxes on Property",Taxes on property,Total,,,
GFSA.SLS04G111131,2017.06,5177,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Taxation Revenue, Taxes on Property",Taxes on property,Recurrent taxes on immovable property,,,
GFSA.SLS04G111131,2018.06,5427,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Taxation Revenue, Taxes on Property",Taxes on property,Recurrent taxes on immovable property,,,
GFSA.SLS04G111131,2019.06,5735,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Taxation Revenue, Taxes on Property",Taxes on property,Recurrent taxes on immovable property,,,
GFSA.SLS04G111131,2020.06,6055,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Taxation Revenue, Taxes on Property",Taxes on property,Recurrent taxes on immovable property,,,
GFSA.SLS04G111131,2021.06,6288,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Taxation Revenue, Taxes on Property",Taxes on property,Recurrent taxes on immovable property,,,
GFSA.SLS05G00Z61699A,2019.06,5379,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Total excl Inventories",Non-financial assets,Non-financial assets excluding inventories,Additions,,
GFSA.SLS05G00Z61699A,2020.06,5479,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Total excl Inventories",Non-financial assets,Non-financial assets excluding inventories,Additions,,
GFSA.SLS05G00Z61699O,2020.06,5243,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Total excl Inventories",Non-financial assets,Non-financial assets excluding inventories,Other economic flows,,
GFSA.SLS05G00Z61699Z,2008.06,84479,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Total excl Inventories",Non-financial assets,Non-financial assets excluding inventories,Total,,
GFSA.SLS05G00Z61699Z,2009.06,89596,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Total excl Inventories",Non-financial assets,Non-financial assets excluding inventories,Total,,
GFSA.SLS05G00Z61699Z,2010.06,92906,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Total excl Inventories",Non-financial assets,Non-financial assets excluding inventories,Total,,
GFSA.SLS05G00Z61699Z,2011.06,95332,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Total excl Inventories",Non-financial assets,Non-financial assets excluding inventories,Total,,
GFSA.SLS05G00Z61699Z,2012.06,97107,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Total excl Inventories",Non-financial assets,Non-financial assets excluding inventories,Total,,
GFSA.SLS05G00Z61699Z,2013.06,99210,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Total excl Inventories",Non-financial assets,Non-financial assets excluding inventories,Total,,
GFSA.SLS05G00Z61699Z,2014.06,105011,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Total excl Inventories",Non-financial assets,Non-financial assets excluding inventories,Total,,
GFSA.SLS05G00Z61699Z,2015.06,109353,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Total excl Inventories",Non-financial assets,Non-financial assets excluding inventories,Total,,
GFSA.SLS05G00Z61699Z,2016.06,113382,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Total excl Inventories",Non-financial assets,Non-financial assets excluding inventories,Total,,
GFSA.SLS05G00Z61699Z,2017.06,119770,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Total excl Inventories",Non-financial assets,Non-financial assets excluding inventories,Total,,
GFSA.SLS05G00Z61699Z,2018.06,125108,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Total excl Inventories",Non-financial assets,Non-financial assets excluding inventories,Total,,
GFSA.SLS05G00Z61699Z,2019.06,132044,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Total excl Inventories",Non-financial assets,Non-financial assets excluding inventories,Total,,
GFSA.SLS05G00Z61699Z,2020.06,139985,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Total excl Inventories",Non-financial assets,Non-financial assets excluding inventories,Total,,
GFSA.SLS05G00Z61699Z,2021.06,144286,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Total excl Inventories",Non-financial assets,Non-financial assets excluding inventories,Total,,
GFSA.SLS05G06Z616111Z,2008.06,58294,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,Total,
GFSA.SLS05G06Z616111Z,2009.06,62266,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,Total,
GFSA.SLS05G06Z616111Z,2010.06,64726,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,Total,
GFSA.SLS05G06Z616111Z,2011.06,64359,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,Total,
GFSA.SLS05G06Z616111Z,2012.06,66548,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,Total,
GFSA.SLS05G06Z616111Z,2013.06,68517,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,Total,
GFSA.SLS05G06Z616111Z,2014.06,72297,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,Total,
GFSA.SLS05G06Z616111Z,2015.06,75436,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,Total,
GFSA.SLS05G06Z616111Z,2016.06,77731,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,Total,
GFSA.SLS05G06Z616111Z,2017.06,83046,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,Total,
GFSA.SLS05G06Z616111Z,2018.06,86275,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,Total,
GFSA.SLS05G06Z616111Z,2019.06,91644,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,Total,
GFSA.SLS05G06Z616111Z,2020.06,98546,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,Total,
GFSA.SLS05G06Z616111Z,2021.06,101188,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Buildings and structures,Total,
GFSA.SLS05G07Z616141Z,2008.06,23613,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
GFSA.SLS05G07Z616141Z,2009.06,24684,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
GFSA.SLS05G07Z616141Z,2010.06,25652,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
GFSA.SLS05G07Z616141Z,2011.06,28312,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
GFSA.SLS05G07Z616141Z,2012.06,27807,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
GFSA.SLS05G07Z616141Z,2013.06,27761,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
GFSA.SLS05G07Z616141Z,2014.06,29640,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
GFSA.SLS05G07Z616141Z,2015.06,30670,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
GFSA.SLS05G07Z616141Z,2016.06,32222,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
GFSA.SLS05G07Z616141Z,2017.06,33269,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
GFSA.SLS05G07Z616141Z,2018.06,35302,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
GFSA.SLS05G07Z616141Z,2019.06,36540,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
GFSA.SLS05G07Z616141Z,2020.06,37820,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
GFSA.SLS05G07Z616141Z,2021.06,39338,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
